Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2670,Data Anlytics Corse,168.0,5414.0,$221.78,19.0,8.0,0.048,$1715,2024-11-29,hydrebad,mobile,data anaytics training
A2671,Data Analytcis Course,128.0,3984.0,$222.78,26.0,4.0,,$1786,2024/11/14,hydrebad,desktop,data analitics online
A2672,DataAnalyticsCourse,117.0,4716.0,$213.86,26.0,4.0,,,2024-11-27,HYDERABAD,MOBILE,online data analytic
A2673,Data Anlytics Corse,142.0,5265.0,$183.15,19.0,9.0,0.047,$1173,2024/11/07,hydrebad,Desktop,online data analytic
A2674,Data Anlytics Corse,194.0,5273.0,$201.59,15.0,10.0,,$1018,2024-11-06,Hyderbad,Mobile,data analitics online
A2675,DataAnalyticsCourse,141.0,5656.0,$193.58,20.0,6.0,0.043,$1953,26-11-2024,hydrebad,DESKTOP,data analytics course
A2676,DataAnalyticsCourse,137.0,3149.0,$195.06,17.0,6.0,0.046,$1718,2024-11-08,HYDERABAD,tablet,analytics for data
A2677,Data Anlytics Corse,162.0,5799.0,$196.39,27.0,8.0,0.049,,2024-11-13,HYDERABAD,TABLET,data analitics online
A2678,DataAnalyticsCourse,151.0,3487.0,$187.0,30.0,6.0,0.04,$1529,13-11-2024,HYDERABAD,mobile,online data analytic
A2679,Data Anlytics Corse,87.0,4140.0,$209.82,17.0,7.0,0.08,$1151,23-11-2024,hyderabad,tablet,online data analytic
A2680,Data Analytics Corse,183.0,5659.0,$191.88,12.0,7.0,0.038,$1830,2024-11-10,hydrebad,Mobile,analytics for data
A2681,DataAnalyticsCourse,120.0,3629.0,$197.43,12.0,,0.053,$1522,2024-11-23,HYDERABAD,desktop,data anaytics training
A2682,Data Analytcis Course,187.0,5531.0,$219.88,10.0,5.0,0.05,$1807,2024-11-13,hyderabad,tablet,analytics for data
A2683,Data Analytics Corse,121.0,5275.0,$234.88,23.0,4.0,0.033,$1766,05-11-2024,hyderabad,DESKTOP,data analitics online
A2684,Data Analytics Corse,173.0,3190.0,$226.32,13.0,,,$1884,2024-11-27,hyderabad,Mobile,online data analytic
A2685,DataAnalyticsCourse,165.0,5406.0,$237.32,23.0,10.0,,$1002,25-11-2024,Hyderbad,TABLET,data analytics course
A2686,Data Analytcis Course,192.0,3755.0,$218.14,28.0,3.0,0.016,$1121,2024-11-30,hydrebad,MOBILE,online data analytic
A2687,Data Analytics Corse,193.0,4497.0,$248.41,24.0,9.0,0.047,$1025,2024/11/06,Hyderbad,desktop,learn data analytics
A2688,Data Anlytics Corse,138.0,5904.0,$197.08,26.0,8.0,0.058,$1698,2024/11/19,HYDERABAD,Desktop,learn data analytics
A2689,Data Anlytics Corse,104.0,4212.0,,15.0,6.0,,$1108,2024/11/30,HYDERABAD,Desktop,data anaytics training
A2690,Data Anlytics Corse,162.0,5979.0,$190.69,30.0,6.0,0.043,$1976,2024/11/23,hyderabad,TABLET,learn data analytics
A2691,DataAnalyticsCourse,115.0,4950.0,$241.85,19.0,9.0,0.078,$1343,2024/11/16,hyderabad,tablet,online data analytic
A2692,Data Analytics Corse,104.0,3405.0,$227.36,28.0,8.0,0.05,$1970,2024/11/27,Hyderbad,mobile,data analytics course
A2693,DataAnalyticsCourse,168.0,,$196.79,22.0,8.0,0.051,$1666,2024/11/23,hydrebad,tablet,learn data analytics
A2694,DataAnalyticsCourse,146.0,4624.0,$212.67,19.0,9.0,,$1513,2024-11-09,hydrebad,Mobile,data analytics course
A2695,Data Analytics Corse,82.0,5241.0,$191.23,28.0,9.0,0.11,$1369,03-11-2024,Hyderbad,desktop,data analytics course
A2696,Data Anlytics Corse,,5947.0,$206.33,14.0,9.0,0.047,$1188,24-11-2024,Hyderbad,Tablet,analytics for data
A2697,DataAnalyticsCourse,142.0,3246.0,$249.27,11.0,8.0,,$1667,2024/11/05,Hyderbad,mobile,data analitics online
A2698,Data Analytics Corse,198.0,5858.0,$232.94,17.0,8.0,0.04,$1903,2024/11/22,HYDERABAD,DESKTOP,analytics for data
A2699,Data Analytcis Course,119.0,5159.0,$227.36,22.0,10.0,0.084,$1448,2024-11-16,hydrebad,mobile,data anaytics training
A2700,DataAnalyticsCourse,109.0,4002.0,$203.96,14.0,3.0,,$1430,02-11-2024,Hyderbad,mobile,data analytics course
A2701,Data Anlytics Corse,87.0,3068.0,$243.15,11.0,6.0,0.069,$1356,23-11-2024,hyderabad,Tablet,online data analytic
A2702,Data Analytcis Course,110.0,4907.0,$247.48,12.0,10.0,0.091,$1205,2024-11-26,Hyderbad,desktop,data anaytics training
A2703,Data Analytcis Course,92.0,5680.0,$224.6,15.0,7.0,0.076,,26-11-2024,Hyderbad,Desktop,online data analytic
A2704,Data Analytcis Course,85.0,3909.0,$189.9,12.0,3.0,0.035,$1216,14-11-2024,HYDERABAD,TABLET,online data analytic
A2705,DataAnalyticsCourse,199.0,3060.0,$237.3,19.0,9.0,0.045,$1527,2024-11-04,hyderabad,mobile,data analitics online
A2706,DataAnalyticsCourse,148.0,4558.0,$249.74,18.0,8.0,0.054,$1554,2024-11-01,Hyderbad,desktop,data analytics course
A2707,Data Analytcis Course,173.0,5992.0,$230.26,11.0,5.0,0.029,$1683,08-11-2024,Hyderbad,MOBILE,data anaytics training
A2708,Data Analytics Corse,84.0,5069.0,$192.08,25.0,3.0,0.036,$1738,11-11-2024,Hyderbad,Desktop,online data analytic
A2709,Data Analytics Corse,82.0,4340.0,$186.61,17.0,3.0,0.037,$1092,07-11-2024,HYDERABAD,Desktop,data anaytics training
A2710,Data Anlytics Corse,147.0,5139.0,$245.93,29.0,8.0,0.033,$1853,10-11-2024,hydrebad,mobile,data analytics course
A2711,Data Analytcis Course,186.0,4679.0,$241.7,19.0,9.0,,$1333,07-11-2024,Hyderbad,tablet,online data analytic
A2712,DataAnalyticsCourse,143.0,4232.0,$207.76,30.0,8.0,,$1644,2024/11/18,HYDERABAD,TABLET,data analitics online
A2713,Data Analytcis Course,133.0,5580.0,$248.11,17.0,5.0,0.038,$1111,2024-11-26,Hyderbad,TABLET,data analytics course
A2714,Data Anlytics Corse,187.0,3972.0,$226.62,24.0,7.0,0.037,$1011,2024/11/04,Hyderbad,desktop,data anaytics training
A2715,Data Analytics Corse,121.0,5205.0,$181.81,24.0,5.0,0.037,$1555,2024-11-08,hyderabad,TABLET,data analitics online
A2716,Data Analytics Corse,188.0,4521.0,$214.58,24.0,3.0,0.016,$1855,2024/11/19,hydrebad,tablet,data analytics course
A2717,Data Anlytics Corse,115.0,3924.0,$214.52,16.0,7.0,0.04,$1312,04-11-2024,Hyderbad,desktop,online data analytic
A2718,Data Anlytics Corse,,3319.0,$230.39,28.0,4.0,,$1533,19-11-2024,Hyderbad,TABLET,analytics for data
A2719,Data Anlytics Corse,190.0,5141.0,$225.14,15.0,10.0,0.053,$1761,2024/11/21,HYDERABAD,DESKTOP,learn data analytics
A2720,Data Analytics Corse,92.0,5952.0,$192.35,30.0,4.0,0.043,$1335,08-11-2024,hydrebad,mobile,data analitics online
A2721,Data Anlytics Corse,107.0,,$227.88,23.0,8.0,0.075,$1844,2024/11/08,HYDERABAD,Desktop,online data analytic
A2722,Data Anlytics Corse,,3794.0,$225.38,13.0,7.0,,$1401,23-11-2024,hyderabad,mobile,data analitics online
A2723,DataAnalyticsCourse,186.0,,$185.55,11.0,5.0,0.027,$1903,2024/11/16,hyderabad,Tablet,data analytics course
A2724,Data Anlytics Corse,129.0,3454.0,$223.14,17.0,8.0,0.034,$1391,01-11-2024,HYDERABAD,tablet,analytics for data
A2725,Data Analytcis Course,162.0,3071.0,$231.99,29.0,9.0,,$1603,2024-11-18,HYDERABAD,Tablet,online data analytic
A2726,Data Analytcis Course,177.0,5954.0,$206.76,13.0,4.0,0.06,$1104,2024/11/14,Hyderbad,tablet,learn data analytics
A2727,Data Analytcis Course,93.0,3473.0,$207.92,30.0,9.0,,$1780,2024/11/08,hyderabad,DESKTOP,data analytics course
A2728,Data Anlytics Corse,117.0,4341.0,$212.29,19.0,8.0,0.068,$1399,21-11-2024,HYDERABAD,DESKTOP,learn data analytics
A2729,Data Analytcis Course,120.0,3310.0,$247.65,15.0,3.0,,$1584,2024/11/21,hyderabad,mobile,online data analytic
A2730,Data Analytcis Course,81.0,3694.0,$183.52,17.0,3.0,,$1156,22-11-2024,hydrebad,Mobile,online data analytic
A2731,Data Analytcis Course,91.0,3576.0,$243.02,28.0,8.0,0.088,$1567,2024-11-25,Hyderbad,Mobile,data anaytics training
A2732,DataAnalyticsCourse,167.0,4856.0,$232.1,18.0,7.0,0.042,$1476,2024/11/07,HYDERABAD,Desktop,analytics for data
A2733,Data Anlytics Corse,175.0,5484.0,$186.91,14.0,3.0,0.031,$1728,2024-11-18,HYDERABAD,Desktop,analytics for data
A2734,Data Analytcis Course,121.0,3633.0,$190.82,16.0,5.0,0.041,$1157,2024-11-16,hyderabad,Tablet,data analitics online
A2735,DataAnalyticsCourse,85.0,,$190.32,13.0,9.0,0.106,$1301,2024/11/07,hyderabad,desktop,data analitics online
A2736,Data Analytcis Course,176.0,4474.0,$215.93,28.0,9.0,0.035,$1214,30-11-2024,Hyderbad,mobile,data analitics online
A2737,Data Analytics Corse,174.0,5282.0,$240.85,10.0,4.0,,$1481,2024-11-26,hydrebad,tablet,data analytics course
A2738,Data Analytcis Course,180.0,3778.0,$214.66,28.0,4.0,,$1733,14-11-2024,hyderabad,Desktop,data analytics course
A2739,Data Analytcis Course,156.0,3361.0,$183.12,29.0,9.0,0.058,$1241,2024/11/10,hyderabad,DESKTOP,data analitics online
A2740,Data Anlytics Corse,,5877.0,$223.87,21.0,9.0,,$1866,2024-11-28,Hyderbad,mobile,analytics for data
A2741,Data Analytics Corse,161.0,5656.0,$237.69,12.0,4.0,0.056,$1262,2024-11-29,HYDERABAD,MOBILE,online data analytic
A2742,DataAnalyticsCourse,87.0,3061.0,$192.29,15.0,6.0,0.069,$1506,2024/11/20,hyderabad,Tablet,data analitics online
A2743,Data Anlytics Corse,126.0,4569.0,$204.13,10.0,4.0,0.032,$1037,03-11-2024,Hyderbad,TABLET,learn data analytics
A2744,Data Anlytics Corse,151.0,5067.0,$199.12,13.0,5.0,0.055,$1669,2024-11-27,Hyderbad,mobile,data anaytics training
A2745,Data Anlytics Corse,85.0,5612.0,$245.87,12.0,7.0,0.082,$1124,2024-11-16,Hyderbad,Mobile,learn data analytics
A2746,DataAnalyticsCourse,104.0,4627.0,$200.98,28.0,6.0,0.058,$1815,16-11-2024,HYDERABAD,TABLET,data anaytics training
A2747,DataAnalyticsCourse,103.0,4264.0,$214.56,27.0,4.0,0.039,$1804,11-11-2024,Hyderbad,Desktop,learn data analytics
A2748,Data Analytcis Course,162.0,5815.0,$198.49,11.0,7.0,0.048,$1468,2024-11-23,hyderabad,tablet,data analytics course
A2749,DataAnalyticsCourse,161.0,3597.0,$218.35,29.0,6.0,0.039,$1840,06-11-2024,HYDERABAD,TABLET,data analytics course
A2750,Data Analytics Corse,83.0,5973.0,$224.06,25.0,9.0,0.108,$1197,2024-11-10,HYDERABAD,MOBILE,analytics for data
A2751,Data Anlytics Corse,165.0,3430.0,$248.59,26.0,8.0,0.04,$1056,2024/11/06,hydrebad,Desktop,analytics for data
A2752,DataAnalyticsCourse,134.0,5085.0,$186.1,18.0,8.0,0.06,$1033,2024-11-27,Hyderbad,mobile,data analytics course
A2753,Data Analytcis Course,126.0,4906.0,$222.92,16.0,9.0,0.071,$1443,2024-11-25,Hyderbad,MOBILE,learn data analytics
A2754,DataAnalyticsCourse,173.0,5082.0,$198.75,16.0,3.0,0.046,$1128,2024-11-14,hydrebad,tablet,analytics for data
A2755,Data Anlytics Corse,174.0,4661.0,$200.74,,5.0,0.029,$1596,2024/11/20,hydrebad,DESKTOP,data analytics course
A2756,DataAnalyticsCourse,149.0,3573.0,$247.52,20.0,4.0,0.031,$1742,03-11-2024,hyderabad,mobile,analytics for data
A2757,Data Anlytics Corse,108.0,5663.0,$213.85,,9.0,0.083,$1703,2024/11/17,HYDERABAD,DESKTOP,data analitics online
A2758,DataAnalyticsCourse,99.0,4466.0,$214.08,14.0,7.0,,$1515,2024/11/15,Hyderbad,DESKTOP,analytics for data
A2759,Data Anlytics Corse,113.0,3120.0,$249.66,20.0,8.0,0.071,$1895,2024-11-27,Hyderbad,mobile,data anaytics training
A2760,Data Anlytics Corse,84.0,3911.0,$206.06,13.0,7.0,,$1155,2024-11-18,hydrebad,Tablet,learn data analytics
A2761,Data Anlytics Corse,182.0,3458.0,$186.51,28.0,9.0,0.049,$1982,2024-11-01,Hyderbad,desktop,learn data analytics
A2762,Data Anlytics Corse,82.0,3261.0,$245.34,30.0,8.0,,$1922,2024/11/09,hydrebad,desktop,data analytics course
A2763,Data Analytcis Course,103.0,3844.0,$232.39,13.0,7.0,0.068,$1763,2024-11-25,hyderabad,Mobile,learn data analytics
A2764,Data Analytcis Course,117.0,4298.0,$227.92,15.0,8.0,0.068,$1512,2024/11/21,Hyderbad,Tablet,online data analytic
A2765,Data Anlytics Corse,93.0,4998.0,$201.98,17.0,8.0,0.086,$1216,2024-11-12,HYDERABAD,desktop,data analytics course
A2766,DataAnalyticsCourse,166.0,5110.0,$196.99,26.0,4.0,,$1431,12-11-2024,hyderabad,Tablet,data analitics online
A2767,Data Analytics Corse,121.0,5155.0,$187.0,23.0,6.0,0.05,$1510,2024-11-05,Hyderbad,TABLET,data analytics course
A2768,DataAnalyticsCourse,106.0,5010.0,$220.66,26.0,6.0,0.057,$1345,16-11-2024,hydrebad,Desktop,data analytics course
A2769,Data Analytcis Course,106.0,4362.0,$227.02,12.0,9.0,0.085,$1548,27-11-2024,hyderabad,Mobile,online data analytic
A2770,Data Analytcis Course,122.0,3662.0,$211.05,19.0,6.0,0.049,$1082,2024/11/21,hydrebad,desktop,data anaytics training
A2771,Data Anlytics Corse,193.0,5464.0,$224.15,12.0,3.0,0.056,$1157,03-11-2024,hyderabad,Tablet,online data analytic
A2772,Data Anlytics Corse,146.0,3560.0,$214.16,26.0,3.0,0.021,$1033,2024/11/02,hydrebad,DESKTOP,analytics for data
A2773,Data Analytcis Course,,5014.0,$198.84,10.0,8.0,,$1474,2024-11-14,hydrebad,Tablet,learn data analytics
A2774,Data Analytcis Course,111.0,3278.0,$189.58,25.0,5.0,0.045,$1882,09-11-2024,HYDERABAD,MOBILE,data anaytics training
A2775,Data Anlytics Corse,,3149.0,$213.67,14.0,8.0,,$1491,2024/11/27,hyderabad,tablet,online data analytic
A2776,Data Analytcis Course,195.0,4128.0,$246.55,25.0,5.0,0.026,$1105,2024/11/09,hyderabad,Mobile,data anaytics training
A2777,Data Analytcis Course,149.0,5018.0,$219.11,16.0,3.0,,$1795,2024/11/26,Hyderbad,DESKTOP,data anaytics training
A2778,Data Analytics Corse,194.0,5215.0,$225.13,12.0,6.0,0.031,$1107,2024-11-22,HYDERABAD,Tablet,data analitics online
A2779,Data Analytcis Course,191.0,3948.0,$208.43,23.0,7.0,0.037,$1450,2024/11/24,hyderabad,tablet,data analytics course
A2780,Data Analytcis Course,196.0,4912.0,$187.07,26.0,7.0,,$1720,04-11-2024,hyderabad,DESKTOP,data analytics course
A2781,DataAnalyticsCourse,182.0,5136.0,$249.36,23.0,7.0,0.038,$1846,2024-11-03,Hyderbad,Desktop,learn data analytics
A2782,Data Analytics Corse,156.0,5674.0,$193.18,29.0,10.0,,$1176,27-11-2024,Hyderbad,Desktop,data analytics course
A2783,Data Anlytics Corse,187.0,4674.0,$201.41,18.0,9.0,0.048,$1719,2024-11-28,Hyderbad,tablet,learn data analytics
A2784,Data Analytcis Course,117.0,4408.0,$184.0,30.0,3.0,0.026,$1239,14-11-2024,Hyderbad,Tablet,online data analytic
A2785,Data Analytcis Course,135.0,5402.0,$238.81,19.0,8.0,0.059,$1648,28-11-2024,hyderabad,Mobile,learn data analytics
A2786,Data Anlytics Corse,114.0,,$223.69,20.0,3.0,0.026,$1845,08-11-2024,HYDERABAD,DESKTOP,data anaytics training
A2787,Data Analytics Corse,184.0,5876.0,$231.91,23.0,,,$1018,2024/11/11,hydrebad,DESKTOP,data analytics course
A2788,Data Analytics Corse,115.0,5996.0,$191.99,24.0,,,$1822,2024/11/20,hyderabad,mobile,data analytics course
A2789,DataAnalyticsCourse,149.0,3249.0,$202.43,11.0,6.0,0.04,$1027,04-11-2024,HYDERABAD,DESKTOP,analytics for data
A2790,DataAnalyticsCourse,136.0,4351.0,$233.43,18.0,6.0,0.044,$1299,12-11-2024,hydrebad,Tablet,online data analytic
A2791,Data Analytics Corse,119.0,5805.0,$245.13,25.0,6.0,,$1122,2024-11-13,HYDERABAD,tablet,online data analytic
A2792,DataAnalyticsCourse,186.0,5685.0,$197.15,18.0,10.0,0.046,$1273,2024/11/24,hyderabad,desktop,data analytics course
A2793,Data Analytics Corse,91.0,3199.0,$196.04,27.0,4.0,0.044,$1737,2024/11/25,hydrebad,TABLET,data anaytics training
A2794,Data Analytics Corse,171.0,3490.0,$180.82,11.0,8.0,0.047,$1497,2024-11-14,hyderabad,MOBILE,data analytics course
A2795,Data Analytics Corse,149.0,3584.0,$199.9,21.0,8.0,0.054,,2024/11/18,Hyderbad,MOBILE,learn data analytics
A2796,Data Analytics Corse,121.0,3757.0,$241.14,16.0,3.0,0.04,$1226,2024-11-11,hyderabad,Desktop,data analitics online
A2797,Data Anlytics Corse,189.0,3029.0,,21.0,3.0,0.016,$1016,2024/11/05,HYDERABAD,DESKTOP,data anaytics training
A2798,DataAnalyticsCourse,183.0,3876.0,$237.72,13.0,10.0,0.055,$1682,2024/11/11,hydrebad,mobile,data analitics online
A2799,DataAnalyticsCourse,133.0,4622.0,$243.63,26.0,5.0,0.038,$1742,2024/11/22,hydrebad,Mobile,analytics for data
A2800,Data Anlytics Corse,127.0,3249.0,$244.01,25.0,5.0,0.039,$1248,2024-11-05,hyderabad,Mobile,analytics for data
A2801,Data Analytics Corse,195.0,3372.0,$225.57,10.0,9.0,0.046,$1686,2024/11/17,hydrebad,Mobile,data anaytics training
A2802,DataAnalyticsCourse,138.0,5452.0,$210.45,16.0,8.0,0.052,$1964,02-11-2024,hyderabad,Desktop,data anaytics training
A2803,Data Analytics Corse,134.0,3011.0,$230.59,21.0,7.0,0.052,$1224,16-11-2024,HYDERABAD,Mobile,online data analytic
A2804,DataAnalyticsCourse,110.0,3371.0,$211.89,12.0,6.0,0.055,$1743,2024-11-09,hydrebad,tablet,data analytics course
A2805,DataAnalyticsCourse,186.0,5126.0,$182.38,25.0,7.0,0.038,$1856,2024-11-18,Hyderbad,tablet,data analitics online
A2806,Data Analytics Corse,191.0,5257.0,$219.4,29.0,6.0,0.031,$1730,2024/11/04,Hyderbad,mobile,data analitics online
A2807,Data Analytics Corse,169.0,3475.0,$247.16,12.0,3.0,0.018,$1985,2024-11-12,hyderabad,MOBILE,data anaytics training
A2808,DataAnalyticsCourse,198.0,5447.0,$225.49,16.0,5.0,0.025,$1249,29-11-2024,hydrebad,MOBILE,analytics for data
A2809,Data Analytics Corse,184.0,3272.0,$241.8,27.0,9.0,,$1969,2024/11/08,HYDERABAD,MOBILE,learn data analytics
A2810,Data Anlytics Corse,87.0,5221.0,$217.08,13.0,9.0,0.103,$1723,2024/11/09,hydrebad,DESKTOP,data analitics online
A2811,Data Anlytics Corse,180.0,3099.0,$241.32,23.0,5.0,0.028,$1177,2024/11/28,hyderabad,Mobile,analytics for data
A2812,Data Analytics Corse,99.0,4229.0,$183.7,24.0,8.0,0.081,$1792,2024-11-19,HYDERABAD,Mobile,learn data analytics
A2813,DataAnalyticsCourse,148.0,4038.0,$248.37,28.0,3.0,,$1549,08-11-2024,HYDERABAD,MOBILE,online data analytic
A2814,DataAnalyticsCourse,146.0,3960.0,$213.7,29.0,6.0,0.041,$1178,2024/11/23,Hyderbad,Mobile,data analytics course
A2815,Data Analytcis Course,149.0,3865.0,$198.54,14.0,4.0,0.034,,2024-11-01,HYDERABAD,tablet,data anaytics training
A2816,DataAnalyticsCourse,88.0,3433.0,$241.8,29.0,6.0,0.068,$1654,2024/11/20,HYDERABAD,mobile,learn data analytics
A2817,DataAnalyticsCourse,154.0,3009.0,$185.32,16.0,9.0,0.051,$1433,14-11-2024,hyderabad,MOBILE,data analitics online
A2818,Data Anlytics Corse,137.0,4817.0,,17.0,6.0,0.056,$1720,08-11-2024,HYDERABAD,Mobile,data analytics course
A2819,DataAnalyticsCourse,125.0,5217.0,$183.16,16.0,10.0,0.041,$1245,2024/11/03,HYDERABAD,TABLET,learn data analytics
A2820,DataAnalyticsCourse,155.0,4870.0,$191.54,23.0,8.0,0.052,$1451,2024-11-14,hydrebad,Tablet,data analytics course
A2821,Data Anlytics Corse,111.0,5133.0,$240.23,22.0,8.0,0.072,$1555,22-11-2024,HYDERABAD,DESKTOP,online data analytic
A2822,DataAnalyticsCourse,141.0,3181.0,$234.44,16.0,9.0,0.064,$1628,2024-11-21,Hyderbad,DESKTOP,data anaytics training
A2823,DataAnalyticsCourse,153.0,4153.0,$234.25,18.0,5.0,0.048,$1368,2024-11-24,hyderabad,Tablet,data analytics course
A2824,Data Analytics Corse,176.0,,$191.11,11.0,4.0,0.059,$1107,2024/11/28,hydrebad,MOBILE,online data analytic
A2825,Data Analytcis Course,147.0,4250.0,$223.33,17.0,3.0,0.02,$1069,2024-11-27,Hyderbad,desktop,online data analytic
A2826,DataAnalyticsCourse,80.0,,$196.17,15.0,4.0,0.05,$1252,2024-11-08,Hyderbad,Desktop,learn data analytics
A2827,Data Analytics Corse,181.0,5783.0,$231.16,24.0,4.0,0.022,$1963,29-11-2024,hyderabad,TABLET,data analytics course
A2828,Data Analytics Corse,175.0,3792.0,$227.98,17.0,8.0,0.046,$1627,2024-11-04,hydrebad,tablet,learn data analytics
A2829,Data Analytics Corse,94.0,5919.0,$220.26,18.0,8.0,0.055,$1486,2024/11/18,hydrebad,DESKTOP,data anaytics training
A2830,Data Anlytics Corse,119.0,4593.0,$248.14,23.0,8.0,0.067,$1595,2024-11-08,hyderabad,Mobile,learn data analytics
A2831,Data Anlytics Corse,146.0,4308.0,$181.7,27.0,9.0,,$1391,2024-11-06,hyderabad,tablet,analytics for data
A2832,DataAnalyticsCourse,122.0,4676.0,$202.56,25.0,8.0,0.051,$1368,2024-11-07,Hyderbad,tablet,data analytics course
A2833,Data Anlytics Corse,114.0,5832.0,,28.0,4.0,0.035,$1566,2024/11/18,Hyderbad,Mobile,data analytics course
A2834,Data Analytics Corse,130.0,3637.0,,25.0,7.0,,$1361,2024-11-15,hydrebad,Tablet,analytics for data
A2835,Data Anlytics Corse,154.0,5533.0,$207.61,14.0,8.0,0.035,$1165,2024/11/06,Hyderbad,desktop,analytics for data
A2836,Data Analytcis Course,132.0,4320.0,$229.38,15.0,5.0,0.038,$1557,2024-11-14,hydrebad,DESKTOP,analytics for data
A2837,Data Analytcis Course,170.0,3526.0,$224.34,29.0,4.0,0.024,$1969,2024/11/01,Hyderbad,desktop,analytics for data
A2838,Data Analytcis Course,85.0,5962.0,$201.12,20.0,10.0,,$1728,2024-11-25,hydrebad,Mobile,data analytics course
A2839,Data Analytics Corse,85.0,3208.0,$220.53,25.0,5.0,0.059,$1426,02-11-2024,HYDERABAD,DESKTOP,analytics for data
A2840,DataAnalyticsCourse,127.0,4477.0,$199.34,20.0,3.0,0.024,$1239,2024/11/01,HYDERABAD,DESKTOP,data analytics course
A2841,Data Anlytics Corse,148.0,3207.0,$207.16,22.0,9.0,0.061,$1416,2024-11-28,HYDERABAD,desktop,online data analytic
A2842,Data Analytics Corse,181.0,4269.0,$227.56,24.0,4.0,,$1251,16-11-2024,hydrebad,mobile,data analytics course
A2843,DataAnalyticsCourse,102.0,4512.0,$183.01,,5.0,0.049,$1544,24-11-2024,hydrebad,TABLET,analytics for data
A2844,Data Analytcis Course,136.0,5249.0,$199.26,25.0,9.0,0.059,$1142,09-11-2024,hydrebad,DESKTOP,analytics for data
A2845,Data Analytics Corse,148.0,4881.0,$213.23,14.0,4.0,0.046,$1474,18-11-2024,Hyderbad,tablet,data anaytics training
A2846,Data Analytcis Course,170.0,5385.0,$198.13,21.0,7.0,0.045,$1174,2024-11-30,hyderabad,DESKTOP,online data analytic
A2847,Data Anlytics Corse,152.0,4506.0,,17.0,7.0,0.033,$1678,12-11-2024,hyderabad,Mobile,learn data analytics
A2848,DataAnalyticsCourse,128.0,4149.0,$238.94,10.0,10.0,,$1306,2024/11/13,hyderabad,Mobile,data analytics course
A2849,Data Analytcis Course,168.0,4517.0,$228.0,27.0,6.0,0.036,$1679,2024/11/20,hydrebad,mobile,online data analytic
A2850,Data Analytics Corse,95.0,4075.0,$225.18,26.0,7.0,0.074,$1763,2024-11-19,hyderabad,TABLET,data analitics online
A2851,Data Analytics Corse,120.0,3903.0,$197.56,,7.0,,$1255,18-11-2024,Hyderbad,Tablet,analytics for data
A2852,Data Anlytics Corse,157.0,4477.0,$191.69,20.0,10.0,0.064,$1598,2024/11/04,hydrebad,MOBILE,online data analytic
A2853,Data Anlytics Corse,147.0,5580.0,$230.15,15.0,3.0,0.058,$1299,06-11-2024,hydrebad,DESKTOP,learn data analytics
A2854,Data Analytics Corse,161.0,3253.0,$181.02,15.0,10.0,0.062,$1340,2024/11/07,HYDERABAD,desktop,data anaytics training
A2855,DataAnalyticsCourse,187.0,3869.0,$185.15,26.0,6.0,0.032,$1881,2024-11-04,Hyderbad,MOBILE,data anaytics training
A2856,DataAnalyticsCourse,177.0,5043.0,$213.52,18.0,4.0,0.023,$1117,28-11-2024,hydrebad,tablet,data analytics course
A2857,Data Analytcis Course,165.0,4537.0,$191.77,15.0,4.0,0.024,$1783,2024/11/04,Hyderbad,Tablet,analytics for data
